date;customer_id;customer_gender;customer_age;check_no;chain;store_code;store_name;product_code;category_1;category_2;category_3;qty;sale
06.11.2021;17944;Woman;39;221807;B;7;Name 7;2622;Medication;0;13;0,25;11,12
07.10.2021;27973;Woman;50;117389;B;5;Name 5;2260;Medication;1;27;1,25;324,79
27.09.2021;71144;Woman;31;85342;A;8;Name 8;13781;Medication;1;18;1;105,85
10.10.2021;102996;Woman;48;126507;B;7;Name 7;1099;NonMedication;13;184;10;618,75
18.11.2021;118397;Woman;25;264120;A;4;Name 4;888;Medication;1;28;0,5;46,39
28.11.2021;25579;Woman;37;306544;B;7;Name 7;123;Medication;1;33;0,1;5,31
28.09.2021;102640;Woman;38;87821;A;2;Name 2;13773;Medication;0;5;0,5;8,47
01.10.2021;42111;Man;85;98432;A;2;Name 2;4187;Medication;1;33;0,04;2,26
29.10.2021;82895;Woman;43;194464;B;5;Name 5;6318;Medication;1;27;1;31,76
26.11.2021;9487;Man;43;300858;B;6;Name 6;15517;Medication;1;38;0,167;31,44
03.09.2021;42585;Woman;34;8620;A;2;Name 2;3540;Medication;1;23;1;8,06
16.09.2021;87670;Woman;50;49477;A;0;Name 0;404;Medication;0;8;1;18,49
18.11.2021;112395;Woman;35;265046;B;6;Name 6;7180;NonMedication;8;119;1;1 485,00
12.11.2021;91635;Woman;53;243367;A;0;Name 0;4962;Medication;0;2;1;88,78
05.10.2021;119453;Man;79;108877;A;4;Name 4;649;Medication;1;31;1;47,62
23.11.2021;52368;Man;33;286235;A;1;Name 1;2364;Medication;0;2;1;56,22
19.10.2021;18100;Woman;49;158775;A;1;Name 1;614;Medication;1;32;0,333;19,98
08.10.2021;72049;Woman;29;121863;A;8;Name 8;7096;Medication;1;33;0,333;16,31
27.09.2021;74600;Woman;45;85138;B;6;Name 6;8095;NonMedication;10;150;1;1 701,56
08.11.2021;120258;Woman;45;228256;A;4;Name 4;13728;Medication;1;22;0,05;13,94
04.11.2021;20094;Man;27;216172;A;3;Name 3;2324;Medication;1;27;0,5;23,9
31.10.2021;68604;Man;65;202499;A;8;Name 8;729;Medication;0;2;0,16;17,97
29.09.2021;9653;Woman;67;93283;A;2;Name 2;652;Medication;1;31;1;13,69
01.10.2021;89082;Woman;51;97452;A;0;Name 0;5915;Medication;1;21;0,179;40,67
15.11.2021;17452;Woman;65;253102;A;1;Name 1;1260;Medication;1;24;2;3,27
24.11.2021;95940;Woman;48;290718;A;0;Name 0;237;Medication;1;31;1;9,96
12.10.2021;105336;Woman;32;136022;A;8;Name 8;727;Medication;0;2;0,3;15,71
09.10.2021;92539;Woman;33;123598;A;0;Name 0;1605;Medication;0;2;0,2;1,06
23.11.2021;57094;Man;62;286100;A;1;Name 1;511;Medication;1;35;1;1,42
29.09.2021;33398;Woman;51;92484;B;6;Name 6;8546;NonMedication;8;122;0,192;1 070,44
27.11.2021;65940;Man;55;306077;A;8;Name 8;9338;Medication;1;35;0,167;18,98
07.09.2021;118750;Woman;59;19776;A;4;Name 4;13563;Medication;0;8;0,167;39,72
14.09.2021;128504;Woman;45;43214;A;1;Name 1;14454;Medication;0;1;0,286;24,01
01.10.2021;32632;Woman;26;98250;B;6;Name 6;1325;Medication;1;18;0,167;32,22
16.11.2021;52608;Man;63;256972;A;1;Name 1;737;Medication;1;25;1;3,59
30.10.2021;56086;Man;62;196942;A;4;Name 4;222;Medication;1;33;0,1;2,48
30.11.2021;114183;Woman;74;313544;A;4;Name 4;7094;Medication;1;33;0,334;14,08
23.09.2021;22401;Man;66;71276;B;7;Name 7;16115;NonMedication;10;139;1;5 568,75
09.09.2021;65565;Woman;44;28069;A;8;Name 8;9227;Medication;1;24;3;2,31
07.09.2021;29475;Woman;53;20146;A;1;Name 1;3387;NonMedication;13;183;3;417,66
05.09.2021;68975;Man;34;15554;A;8;Name 8;10074;NonMedication;3;47;1;1 570,39
22.10.2021;4702;Man;39;170365;B;5;Name 5;2326;Medication;0;2;1;75,32
05.10.2021;69703;Woman;60;111845;A;8;Name 8;19;Medication;0;8;0,2;5,06
24.10.2021;81820;Man;60;175289;B;7;Name 7;1102;Medication;1;18;1;3,18
06.09.2021;80879;Woman;38;17383;B;6;Name 6;1763;NonMedication;13;183;10;464,06
12.11.2021;88252;Woman;47;244831;A;2;Name 2;2687;Medication;1;33;0,033;1,42
12.10.2021;38866;Woman;27;134801;B;5;Name 5;7252;Medication;1;21;1;180,91
31.10.2021;45184;Woman;33;200501;B;7;Name 7;12673;NonMedication;13;184;20;1 856,25
22.09.2021;45382;Woman;48;68876;A;1;Name 1;1099;NonMedication;13;184;50;1 670,63
21.11.2021;84810;Woman;53;277790;A;1;Name 1;8170;NonMedication;10;139;1;1 345,78
20.09.2021;60132;Woman;35;62622;A;2;Name 2;1724;Medication;1;25;0,2;10,07
27.10.2021;74894;Woman;52;186558;A;0;Name 0;16397;Medication;2;45;0,111;7,3
19.09.2021;20779;Woman;30;59740;A;1;Name 1;7185;NonMedication;8;119;1;254,31
21.09.2021;93335;Woman;67;64975;A;0;Name 0;1724;Medication;1;25;0,1;4,08
06.11.2021;73619;Man;39;222259;A;0;Name 0;1099;NonMedication;13;184;5;167,06
06.11.2021;12884;Man;45;224099;B;6;Name 6;6532;Medication;0;2;1;286,77
25.11.2021;103866;Man;29;293805;B;7;Name 7;888;Medication;1;28;1;235,95
05.11.2021;47391;Woman;54;217501;B;7;Name 7;2071;Medication;1;33;1;23,82
03.11.2021;10316;Man;47;212142;B;6;Name 6;14643;Medication;1;32;0,25;43,02
14.11.2021;84621;Woman;36;249495;B;7;Name 7;3904;Medication;0;8;0,067;12,57
17.09.2021;101319;Woman;51;53506;A;4;Name 4;9055;Medication;1;18;0,167;3,24
20.10.2021;23961;Woman;60;164441;A;3;Name 3;13006;Medication;1;27;0,5;27,14
05.11.2021;94143;Man;40;219740;A;3;Name 3;206;Medication;1;24;1;7,13
09.09.2021;56131;Woman;30;29159;A;2;Name 2;1260;Medication;1;24;2;3,27
25.11.2021;30275;Woman;52;296165;B;6;Name 6;5523;NonMedication;13;183;2;111,38
16.10.2021;112154;Woman;68;149467;A;4;Name 4;7160;NonMedication;17;230;1;1 113,75
22.11.2021;28137;Woman;37;280879;B;7;Name 7;8760;NonMedication;8;126;1;3 155,63
12.11.2021;26851;Woman;50;241914;B;7;Name 7;496;Medication;1;18;0,1;15,16
21.11.2021;13899;Woman;81;277962;B;6;Name 6;12216;Medication;2;45;0,1;32,22
25.10.2021;31525;Woman;53;178901;A;1;Name 1;17024;Medication;2;45;0,167;33,68
01.10.2021;691;Woman;58;99861;B;5;Name 5;3102;Medication;1;35;1;76,96
21.09.2021;15187;Woman;38;66310;B;6;Name 6;10806;NonMedication;17;227;1;866,25
12.10.2021;86205;Man;30;134115;A;4;Name 4;3837;NonMedication;3;47;1;2 049,30
08.10.2021;79087;Woman;41;122549;A;3;Name 3;4681;Medication;0;1;0,167;23,69
10.09.2021;16645;Man;45;29788;A;1;Name 1;16475;Medication;2;45;1;100,68
03.11.2021;79673;Woman;39;212077;B;5;Name 5;9195;Medication;1;27;0,25;69,11
20.11.2021;92253;Man;59;272076;A;0;Name 0;13673;Medication;1;27;0,333;10,94
06.10.2021;89669;Man;74;112984;A;0;Name 0;511;Medication;1;35;1;1,14
21.11.2021;116571;Woman;26;280327;A;8;Name 8;2104;NonMedication;13;187;0,01;5,57
10.09.2021;24631;Woman;45;33048;A;3;Name 3;11835;Medication;0;6;0,01;1,74
21.10.2021;101872;Woman;36;165353;A;4;Name 4;5523;NonMedication;13;183;1;33,41
24.10.2021;123080;Woman;63;175244;B;7;Name 7;2061;Medication;1;19;0,15;5,99
04.11.2021;22553;Woman;61;215011;A;1;Name 1;9338;Medication;1;35;0,167;18,98
13.11.2021;122261;Woman;40;248848;B;6;Name 6;11966;NonMedication;10;139;1;5 847,19
04.09.2021;8919;Woman;40;13032;A;3;Name 3;2743;Medication;1;31;1;7,38
14.10.2021;90284;Woman;47;141496;A;0;Name 0;454;Medication;0;1;0,08;19,66
20.11.2021;1396;Woman;32;271750;B;7;Name 7;6680;NonMedication;4;59;1;3 836,25
13.11.2021;88215;Woman;39;246974;A;0;Name 0;3545;Medication;0;2;0,1;5,96
24.11.2021;65440;Man;71;293319;A;8;Name 8;228;Medication;0;6;0,071;3,7
17.09.2021;114103;Woman;33;54527;B;6;Name 6;14137;NonMedication;13;183;1;77,34
12.10.2021;33901;Woman;64;135710;B;6;Name 6;4778;Medication;1;31;1;33,8
23.11.2021;55857;Woman;63;285702;A;0;Name 0;3135;Medication;2;45;1;17,34
30.10.2021;66396;Woman;39;199434;A;8;Name 8;1099;NonMedication;13;184;5;167,06
17.11.2021;88468;Woman;54;260617;A;1;Name 1;935;Medication;1;18;1;10,15
05.10.2021;77763;Woman;23;110914;A;2;Name 2;1495;Medication;0;8;1;5,58
26.11.2021;110509;Man;60;298219;A;4;Name 4;3503;Medication;1;24;2;1,36
20.11.2021;81534;Woman;21;274914;B;5;Name 5;11719;NonMedication;4;63;1;2 242,97
27.10.2021;35229;Woman;54;187072;B;6;Name 6;11708;NonMedication;12;172;1;5 568,75
21.09.2021;23423;Woman;77;65452;A;1;Name 1;1010;Medication;0;12;1;17,21
25.11.2021;7443;Woman;35;296752;A;2;Name 2;52;Medication;0;9;0,167;9,47
26.10.2021;112768;Woman;36;181771;A;4;Name 4;1992;Medication;0;2;0,357;60,74
07.10.2021;80910;Woman;36;115911;B;7;Name 7;399;Medication;0;8;0,5;77,46
06.11.2021;119533;Man;48;224520;A;8;Name 8;1156;Medication;1;28;3;23,41
03.09.2021;90809;Woman;55;7585;A;0;Name 0;840;Medication;0;6;1;29,62
11.11.2021;92377;Woman;30;239562;A;0;Name 0;3562;NonMedication;3;53;1;473,34
20.11.2021;123522;Woman;44;275462;A;1;Name 1;10068;NonMedication;3;49;1;831,6
29.10.2021;81245;Woman;51;195449;A;2;Name 2;6982;Medication;1;18;0,133;5,53
11.11.2021;69347;Man;51;241808;A;8;Name 8;651;Medication;1;31;1;36,35
19.09.2021;120948;Man;30;60607;B;6;Name 6;17005;NonMedication;18;239;1;1 800,56
08.10.2021;23235;Man;53;120745;A;1;Name 1;3332;Medication;0;8;0,4;6,45
12.11.2021;123287;Woman;56;241861;B;7;Name 7;1288;NonMedication;13;183;5;232,03
18.11.2021;69644;Woman;52;265992;A;8;Name 8;1260;Medication;1;24;1;1,58
01.11.2021;38637;Woman;28;205417;A;2;Name 2;1471;Medication;0;5;0,25;5,77
07.09.2021;72069;Man;27;21173;A;8;Name 8;1135;Medication;1;36;1;0,87
16.09.2021;107983;Man;27;49707;A;0;Name 0;6598;NonMedication;8;126;1;1 373,63
01.10.2021;90880;Woman;46;97206;A;0;Name 0;649;Medication;1;31;0,15;7,13
26.11.2021;49827;Woman;27;301381;B;7;Name 7;6625;NonMedication;4;58;1;3 480,47
13.10.2021;108864;Woman;24;137263;B;7;Name 7;2034;NonMedication;4;59;1;3 310,31
06.09.2021;71796;Woman;28;18051;A;8;Name 8;700;Medication;1;18;1;37,33
25.11.2021;122122;Man;35;296631;A;2;Name 2;10040;Medication;2;45;1;60,52
18.10.2021;107882;Woman;29;154877;A;0;Name 0;13264;NonMedication;4;61;2;998,66
15.10.2021;8524;Man;38;144200;B;7;Name 7;15539;Medication;2;45;2;150,24
01.11.2021;128153;Woman;27;203969;A;1;Name 1;5072;NonMedication;4;56;1;6 849,56
22.09.2021;90740;Woman;67;69027;A;0;Name 0;1102;Medication;1;18;1;1,8
21.11.2021;52257;Woman;63;279783;B;5;Name 5;1919;Medication;1;24;1;11,8
15.09.2021;16171;Man;67;46609;A;1;Name 1;43;Medication;1;18;1;13,83
23.10.2021;17574;Man;38;173625;A;3;Name 3;9079;Medication;2;45;0,2;6,4
19.10.2021;10902;Woman;52;160733;B;5;Name 5;4702;Medication;1;18;0,143;20,19
10.10.2021;36018;Woman;39;126321;B;7;Name 7;2139;Medication;0;2;1;7,71
04.09.2021;44374;Woman;40;10323;B;7;Name 7;7836;NonMedication;10;139;1;4 287,94
04.11.2021;114033;Woman;33;214391;A;4;Name 4;511;Medication;1;35;2;2,83
15.10.2021;104066;Man;29;148162;A;8;Name 8;3214;NonMedication;3;46;1;3 885,13
24.11.2021;108897;Man;30;292053;A;2;Name 2;1288;NonMedication;13;183;3;83,53
15.10.2021;92188;Woman;40;145594;A;0;Name 0;3435;Medication;0;6;0,167;10,02
02.11.2021;87844;Man;40;209154;A;2;Name 2;12049;Medication;0;2;1;95,53
06.11.2021;70028;Man;56;224428;A;8;Name 8;1157;Medication;1;24;0,5;7,73
20.11.2021;18723;Woman;46;275514;A;1;Name 1;6022;Medication;1;27;0,4;10,92
19.11.2021;29018;Woman;44;267668;A;1;Name 1;795;Medication;1;18;0,033;2,67
16.11.2021;81921;Woman;39;256961;A;1;Name 1;3553;NonMedication;3;48;1;1 434,88
28.11.2021;88471;Woman;55;306929;A;0;Name 0;2622;Medication;0;13;0,25;7,08
08.11.2021;120867;Woman;29;230324;B;5;Name 5;6403;NonMedication;13;183;2;587,81
23.11.2021;35263;Woman;49;286360;A;1;Name 1;6640;NonMedication;4;60;1;1 104,47
07.11.2021;130666;Woman;26;225793;A;1;Name 1;9992;NonMedication;3;54;1;1 032,08
31.10.2021;16965;Woman;49;199926;A;1;Name 1;4776;NonMedication;5;86;1;1 225,13
20.10.2021;50063;Woman;55;161461;B;7;Name 7;5673;NonMedication;13;186;1;3 248,44
22.11.2021;80404;Woman;34;284431;A;8;Name 8;439;Medication;1;33;0,6;14,16
23.11.2021;2821;Woman;50;284706;B;7;Name 7;1654;Medication;1;18;1;95,29
04.09.2021;120150;Woman;40;11060;A;4;Name 4;13778;Medication;0;5;1;17,64
25.11.2021;41169;Woman;46;295557;B;5;Name 5;11033;NonMedication;5;83;1;18 547,03
29.09.2021;75916;Man;56;91535;B;5;Name 5;596;NonMedication;14;202;1;1 175,63
20.11.2021;13150;Woman;42;274602;B;5;Name 5;14961;NonMedication;4;60;1;12 761,72
07.10.2021;121781;Man;55;117113;A;1;Name 1;43;Medication;1;18;1;18,62
13.11.2021;20220;Woman;34;247358;A;1;Name 1;9906;Medication;1;23;1;20,31
18.09.2021;130358;Woman;33;58563;A;2;Name 2;222;Medication;1;33;1;24,69
09.11.2021;57773;Man;44;231990;A;4;Name 4;17294;Medication;1;32;1;60,25
29.10.2021;113527;Woman;52;193876;A;4;Name 4;3124;Medication;1;21;2;19,74
17.11.2021;78173;Woman;29;261921;B;6;Name 6;4962;Medication;0;2;0,25;36,94
05.09.2021;109300;Woman;30;13436;B;7;Name 7;8600;Medication;2;45;1;47,33
11.10.2021;62712;Woman;30;131954;A;3;Name 3;13372;NonMedication;4;63;1;1 568,53
15.11.2021;70472;Woman;36;255176;A;8;Name 8;4676;Medication;1;27;0,5;33,46
08.10.2021;113755;Woman;68;120256;A;4;Name 4;745;Medication;0;5;0,25;6,43
26.09.2021;119098;Man;40;82450;B;6;Name 6;2840;Medication;1;39;1;51,95
14.10.2021;94162;Woman;38;142010;A;1;Name 1;797;Medication;1;18;0,25;9,88
05.10.2021;23392;Woman;37;109846;A;1;Name 1;1966;Medication;0;9;0,067;2,99
19.11.2021;70519;Man;47;271158;A;8;Name 8;1287;NonMedication;13;183;2;111,38
03.11.2021;24782;Woman;40;211001;A;1;Name 1;12373;Medication;1;27;1;18,46
16.10.2021;62706;Man;28;148339;B;7;Name 7;1311;Medication;1;23;1;79,54
18.09.2021;6728;Woman;27;57366;B;6;Name 6;2552;NonMedication;17;216;1;2 970,00
07.11.2021;90867;Woman;47;225524;A;0;Name 0;1605;Medication;0;2;1;5,47
17.11.2021;108034;Woman;29;259996;A;0;Name 0;3140;Medication;2;42;0,25;13,78
22.09.2021;118288;Woman;28;68344;A;4;Name 4;4643;Medication;1;18;2;15,25
10.11.2021;62306;Woman;79;237240;A;3;Name 3;8111;NonMedication;14;199;1;9 266,40
13.10.2021;99909;Woman;48;138096;A;0;Name 0;7306;Medication;0;11;0,024;7,21
15.09.2021;67460;Woman;54;47555;A;8;Name 8;5131;Medication;2;45;0,444;62,67
11.11.2021;18368;Man;34;238856;B;7;Name 7;1372;NonMedication;3;47;1;2 877,19
15.09.2021;7685;Man;43;47875;B;5;Name 5;191;Medication;0;13;2;52,54
29.09.2021;59813;Woman;39;90793;A;1;Name 1;13681;Medication;2;45;1,001;57,58
22.11.2021;87999;Woman;40;283109;B;6;Name 6;16273;NonMedication;10;141;1;9 652,50
03.09.2021;80153;Woman;27;7651;A;0;Name 0;10898;NonMedication;10;150;1;501,19
26.10.2021;122160;Woman;27;182528;A;1;Name 1;7191;NonMedication;8;119;1;855,73
10.09.2021;71840;Man;26;32701;A;8;Name 8;8157;NonMedication;13;183;1;445,5
07.11.2021;8425;Man;40;226910;B;5;Name 5;10864;NonMedication;9;136;1;2 471,91
02.11.2021;73712;Woman;38;206876;A;0;Name 0;4875;Medication;0;8;0,1;8,79
27.10.2021;46511;Woman;67;187586;A;3;Name 3;12359;Medication;0;2;1;73,75
25.10.2021;113200;Man;42;178649;A;4;Name 4;9915;Medication;0;8;0,286;30,74
09.10.2021;116451;Man;29;124106;A;4;Name 4;7191;NonMedication;8;119;1;855,73
07.10.2021;55238;Woman;28;116919;A;1;Name 1;8594;NonMedication;4;56;0,208;807,47
15.10.2021;124212;Woman;32;145311;A;1;Name 1;3490;Medication;1;18;0,03;5,88
22.10.2021;72606;Woman;27;167946;B;7;Name 7;8982;Medication;1;23;0,017;2,72
26.11.2021;12011;Woman;28;298460;A;1;Name 1;811;NonMedication;3;47;1;2 181,09
23.09.2021;117059;Woman;30;71754;A;4;Name 4;1510;Medication;1;19;0,1;3,43
23.09.2021;13749;Man;47;73557;B;6;Name 6;15522;NonMedication;8;126;1;6 125,63
01.10.2021;112491;Woman;48;99976;B;5;Name 5;1869;Medication;0;8;1;195,57
21.10.2021;39218;Woman;25;167348;A;2;Name 2;7843;NonMedication;11;155;1;3 138,92
13.10.2021;76105;Woman;61;137642;A;4;Name 4;780;Medication;1;27;0,25;13,26
10.09.2021;125921;Woman;65;30517;A;0;Name 0;1659;Medication;1;18;0,714;43,21
17.11.2021;81012;Woman;53;262540;A;2;Name 2;52;Medication;0;9;0,133;5,53
25.11.2021;62382;Woman;50;293549;B;7;Name 7;3181;NonMedication;14;200;0,5;6 651,56
28.09.2021;43638;Woman;44;89589;B;5;Name 5;2618;Medication;0;2;1;112,62
11.11.2021;69873;Man;41;241634;A;8;Name 8;6869;Medication;0;11;0,357;35,07
18.10.2021;440;Woman;52;155741;B;6;Name 6;12270;Medication;2;45;1;66,11
01.09.2021;51698;Woman;65;3038;A;3;Name 3;8980;Medication;0;2;1;79,14
08.10.2021;77554;Man;52;121607;A;2;Name 2;3544;NonMedication;4;56;1;6 849,56
02.09.2021;12294;Man;21;5419;B;6;Name 6;10806;NonMedication;17;227;2;1 126,13
19.10.2021;114512;Woman;62;158244;A;4;Name 4;766;NonMedication;13;187;2;167,06
06.10.2021;58971;Woman;84;113374;A;1;Name 1;731;Medication;0;2;0,5;17,91
31.10.2021;59983;Man;36;200439;B;7;Name 7;9869;Medication;1;33;1;71,69
26.11.2021;19588;Woman;25;301250;B;7;Name 7;8582;NonMedication;11;153;1;7 889,06
06.11.2021;24986;Man;66;223057;A;3;Name 3;652;Medication;1;31;1;19,19
29.09.2021;53361;Man;33;89883;B;7;Name 7;390;Medication;1;38;1;7,85
08.11.2021;18546;Man;58;228401;A;1;Name 1;911;Medication;1;35;1;4,46
26.10.2021;13381;Man;62;182668;A;1;Name 1;15490;Medication;2;45;0,467;24,28
23.10.2021;81534;Woman;21;174523;B;5;Name 5;1019;Medication;1;27;1;71,06
26.10.2021;127709;Woman;49;182070;A;0;Name 0;52;Medication;0;9;0,167;6,94
05.09.2021;75169;Woman;30;15361;A;3;Name 3;9670;NonMedication;8;126;1;8 846,89
18.11.2021;69262;Man;48;266169;A;8;Name 8;1026;Medication;1;35;0,333;17,64
18.11.2021;52774;Man;40;264285;A;1;Name 1;1099;NonMedication;13;184;11;367,54
25.11.2021;92948;Woman;33;294899;A;0;Name 0;893;Medication;1;18;3;2,31
13.11.2021;89336;Woman;34;247171;A;0;Name 0;14152;NonMedication;4;67;1;1 670,63
09.10.2021;117041;Woman;28;125555;B;5;Name 5;6395;NonMedication;13;183;3;185,63
29.10.2021;104198;Woman;27;196252;A;8;Name 8;15152;Medication;0;2;0,333;9,88
24.09.2021;37453;Woman;75;76529;A;2;Name 2;1873;NonMedication;13;183;1;129,94
22.11.2021;65328;Man;84;284450;A;8;Name 8;1321;Medication;1;23;1;2,1
06.09.2021;3396;Woman;40;18563;A;3;Name 3;9630;Medication;0;7;0,2;13,2
22.09.2021;84857;Woman;48;69593;A;3;Name 3;893;Medication;1;18;7;5,72
14.09.2021;66484;Woman;38;42113;B;7;Name 7;15465;Medication;0;2;0,1;17,02
06.11.2021;48110;Woman;30;221707;B;7;Name 7;890;Medication;1;27;2;5,9
03.09.2021;26874;Man;68;9824;A;3;Name 3;16925;Medication;0;2;1;2,72
20.11.2021;85518;Woman;33;273317;A;2;Name 2;9951;NonMedication;10;139;1;1 160,16
29.11.2021;26221;Woman;48;310884;A;3;Name 3;3242;Medication;0;6;0,5;25,02
09.11.2021;123073;Woman;70;233467;B;5;Name 5;531;Medication;0;2;1;26,32
01.10.2021;12207;Woman;24;98354;B;6;Name 6;35;Medication;0;2;0,5;26,73
15.10.2021;98128;Man;30;145026;A;1;Name 1;1866;Medication;0;12;1;24,58
02.09.2021;11267;Woman;59;5263;B;6;Name 6;11360;NonMedication;8;122;1;1 732,50
20.10.2021;2064;Woman;27;163116;B;5;Name 5;11729;NonMedication;12;173;1;4 331,25
05.10.2021;60889;Man;53;111443;A;3;Name 3;11835;Medication;0;6;0,1;17,53
28.09.2021;35897;Woman;41;86867;A;1;Name 1;8940;Medication;1;18;0,167;5,53
12.11.2021;42017;Woman;37;242228;B;7;Name 7;8507;Medication;1;19;0,75;52,14
13.11.2021;50738;Man;61;247595;A;3;Name 3;511;Medication;1;35;5;7,11
05.11.2021;129437;Woman;61;219324;B;6;Name 6;186;Medication;1;18;2;4,9
01.11.2021;25380;Woman;48;202665;B;7;Name 7;7014;Medication;1;32;2;231,59
28.09.2021;115512;Woman;72;87639;A;4;Name 4;35;Medication;0;2;0,333;10,67
20.11.2021;15339;Woman;42;272406;A;4;Name 4;1929;Medication;0;2;0,233;6,56
16.10.2021;124028;Man;35;149114;A;1;Name 1;13265;Medication;1;27;1;19,52
26.10.2021;113866;Man;64;181835;A;4;Name 4;7215;NonMedication;13;191;0,133;469,63
04.11.2021;49415;Woman;31;214295;B;7;Name 7;4770;NonMedication;3;46;1;14 231,25
24.11.2021;29143;Woman;34;289272;B;7;Name 7;1865;Medication;1;39;2,5;97,87
20.09.2021;59308;Woman;45;62369;A;1;Name 1;12745;NonMedication;14;202;1;5 011,88
21.10.2021;39693;Woman;27;166251;B;6;Name 6;2997;Medication;1;33;1;45,92
25.09.2021;16863;Woman;39;79517;A;3;Name 3;3503;Medication;1;24;1;0,82
11.11.2021;94365;Man;52;240147;B;5;Name 5;228;Medication;0;6;0,429;53,22
20.10.2021;123768;Woman;63;164421;A;3;Name 3;8157;NonMedication;13;183;1;445,5
01.11.2021;19557;Man;56;203771;A;1;Name 1;11822;Medication;1;31;4;15,35
05.11.2021;40446;Man;64;220941;A;2;Name 2;1966;Medication;0;9;1,667;58,78
14.09.2021;62832;Woman;45;41975;B;7;Name 7;514;Medication;1;25;1;35,94
30.09.2021;109090;Woman;24;96178;A;2;Name 2;16274;NonMedication;10;142;1;3 675,38
19.10.2021;38834;Woman;26;157560;B;7;Name 7;2130;Medication;1;27;0,2;16,11
02.11.2021;34824;Woman;45;208311;B;5;Name 5;1247;Medication;1;18;2;439,23
20.09.2021;122071;Woman;32;63198;B;5;Name 5;16957;NonMedication;13;184;10;618,75
14.11.2021;70414;Man;52;251982;A;8;Name 8;7019;Medication;0;6;1;40,27
22.10.2021;92432;Woman;56;169259;A;0;Name 0;651;Medication;1;31;0,1;2,78
27.10.2021;74248;Woman;24;187832;B;5;Name 5;4576;NonMedication;11;161;1;3 465,00
03.09.2021;37759;Man;66;8851;A;2;Name 2;16957;NonMedication;13;184;5;167,06
21.11.2021;92623;Woman;42;277173;A;0;Name 0;52;Medication;0;9;0,067;3,59
20.10.2021;89914;Woman;35;162251;A;0;Name 0;1919;Medication;1;24;0,5;3,32
20.10.2021;112201;Woman;54;161971;A;4;Name 4;3914;Medication;1;33;3;6,92
13.09.2021;104915;Woman;35;41098;A;8;Name 8;7224;NonMedication;8;121;2;1 091,48
14.11.2021;89104;Man;39;249876;A;0;Name 0;9836;Medication;0;2;0,107;11,84
21.10.2021;87690;Woman;41;165300;A;0;Name 0;196;Medication;0;6;2;26,27
26.10.2021;98492;Woman;37;182206;A;0;Name 0;3176;NonMedication;3;47;1;1 670,63
02.09.2021;34803;Man;55;5315;B;6;Name 6;1217;Medication;1;25;1;8,26
06.10.2021;103434;Woman;24;114846;B;5;Name 5;15049;NonMedication;9;132;1;2 311,03
26.10.2021;26258;Man;47;184127;A;3;Name 3;206;Medication;1;24;0,5;3,57
23.10.2021;82874;Woman;63;172579;A;0;Name 0;3648;Medication;0;2;0,2;1,93
29.11.2021;101181;Woman;34;309933;A;1;Name 1;3013;Medication;1;27;0,3;5,64
26.11.2021;20416;Woman;39;299519;A;3;Name 3;1310;Medication;1;22;1;54,45
08.09.2021;27740;Woman;59;23191;B;7;Name 7;6919;Medication;1;24;6;9,53
26.11.2021;6899;Woman;50;302406;B;5;Name 5;2566;NonMedication;10;139;1;9 095,63
22.10.2021;82022;Man;30;170551;A;3;Name 3;1161;Medication;1;27;0,1;6,7
08.11.2021;59481;Woman;41;228418;A;1;Name 1;3381;Medication;1;35;0,067;10,29
08.11.2021;23218;Woman;36;228434;A;1;Name 1;1099;NonMedication;13;184;22;735,08
18.09.2021;23382;Woman;46;57030;A;1;Name 1;1401;Medication;1;33;0,2;13,94
12.09.2021;68773;Man;80;38723;A;8;Name 8;8185;Medication;0;4;0,3;57,42
22.10.2021;83592;Woman;36;171589;A;8;Name 8;1260;Medication;1;24;3;4,63
19.09.2021;126945;Woman;29;59100;A;4;Name 4;16957;NonMedication;13;184;1;33,41
05.11.2021;43862;Woman;54;217452;B;7;Name 7;2626;Medication;1;32;0,75;111,17
15.10.2021;71864;Man;28;148066;A;8;Name 8;6557;NonMedication;4;57;0,4;2 090,14
29.09.2021;5059;Woman;56;91648;B;5;Name 5;3283;Medication;0;2;0,179;12,39
17.09.2021;55535;Woman;25;54630;B;6;Name 6;2291;NonMedication;8;124;1;7 301,25
19.10.2021;70825;Man;31;161073;A;8;Name 8;6284;NonMedication;3;49;3;2 279,48
16.09.2021;97358;Woman;31;50184;A;1;Name 1;13407;Medication;1;33;1;68,06
03.11.2021;124172;Woman;33;212335;B;6;Name 6;14670;NonMedication;5;83;1;17 866,41
24.10.2021;116820;Woman;49;175998;A;4;Name 4;622;Medication;1;21;1;2,18
05.11.2021;16654;Man;44;218581;A;1;Name 1;1260;Medication;1;24;4;5,23
12.11.2021;72045;Man;27;246224;A;8;Name 8;7302;Medication;0;8;0,036;13,15
02.09.2021;57435;Woman;25;3735;B;7;Name 7;467;Medication;1;19;0,2;7,9
23.11.2021;67534;Man;36;288970;A;8;Name 8;1099;NonMedication;13;184;1;27,84
29.11.2021;44831;Woman;38;309927;A;1;Name 1;4431;NonMedication;8;122;1;668,25
12.11.2021;34179;Man;47;242091;B;7;Name 7;4196;NonMedication;12;172;1;1 546,88
30.11.2021;63187;Woman;42;312033;B;7;Name 7;2420;Medication;0;6;1;9,94
05.09.2021;32052;Woman;20;16003;B;5;Name 5;1872;Medication;0;8;0,2;3,9
